"id","first_name","country"
1500,"Sonair","France"
1501,"Opela","Netherlands"
1502,"Zoolab","United States"
1503,"Zathin","Palestinian Territory"
1504,"Sonair","Poland"
1505,"Flowdesk","Sweden"
1506,"Cardguard","Portugal"
1507,"Bitchip","Czech Republic"
1508,"Otcom","China"
1509,"Keylex","China"
1510,"Bytecard","Portugal"
1511,"Opela","Russia"
1512,"Holdlamis","Sweden"
1513,"Asoka","Poland"
1514,"Hatity","Sweden"
1515,"Y-Solowarm","Indonesia"
1516,"Voltsillam","China"
1517,"Aerified","Morocco"
1518,"Konklab","China"
1519,"Opela","Nigeria"
1520,"Konklab","China"
1521,"Regrant","Armenia"
1522,"Konklux","China"
1523,"Alphazap","China"
1524,"Prodder","Russia"
1525,"Wrapsafe","Sweden"
1526,"Ronstring","China"
1527,"Bigtax","Brazil"
1528,"Bitchip","Brazil"
1529,"Otcom","Greece"
1530,"Ronstring","China"
1531,"Fixflex","Angola"
1532,"Bitchip","Brazil"
1533,"Redhold","Czech Republic"
1534,"Ronstring","Russia"
1535,"Stringtough","Uganda"
1536,"Temp","Russia"
1537,"Voyatouch","Angola"
1538,"Redhold","China"
1539,"Regrant","Malta"
1540,"Alphazap","Norway"
1541,"Tempsoft","Brazil"
1542,"Redhold","Georgia"
1543,"Voltsillam","Cuba"
1544,"Daltfresh","China"
1545,"Flowdesk","Brazil"
1546,"Namfix","Czech Republic"
1547,"Alphazap","Russia"
1548,"Matsoft","Chile"
1549,"Flowdesk","Mexico"
1550,"Bamity","China"
1551,"Domainer","Greece"
1552,"Tresom","Egypt"
1553,"Biodex","Peru"
1554,"Prodder","Tonga"
1555,"Trippledex","China"
1556,"Job","Philippines"
1557,"Fintone","Hungary"
1558,"Bigtax","Czech Republic"
1559,"Holdlamis","Indonesia"
1560,"Voltsillam","China"
1561,"Tampflex","China"
1562,"Zaam-Dox","China"
1563,"Mat Lam Tam","Peru"
1564,"Zontrax","Thailand"
1565,"Bigtax","Sweden"
1566,"Pannier","Indonesia"
1567,"Domainer","Pakistan"
1568,"Cookley","China"
1569,"Stronghold","Angola"
1570,"Konklab","Indonesia"
1571,"Fixflex","China"
1572,"Flowdesk","Argentina"
1573,"Lotstring","Peru"
1574,"Overhold","Sri Lanka"
1575,"Stim","Ireland"
1576,"Stronghold","Lithuania"
1577,"Trippledex","China"
1578,"Vagram","Dominican Republic"
1579,"Biodex","Greece"
1580,"Prodder","United States"
1581,"Kanlam","Indonesia"
1582,"Matsoft","Guatemala"
1583,"Sub-Ex","Cambodia"
1584,"Pannier","United States"
1585,"Fintone","Chile"
1586,"Flexidy","Myanmar"
1587,"Rank","Russia"
1588,"Mat Lam Tam","Croatia"
1589,"Zontrax","Poland"
1590,"Toughjoyfax","Mexico"
1591,"Home Ing","China"
1592,"Y-find","Russia"
1593,"Sub-Ex","China"
1594,"Regrant","China"
1595,"Keylex","France"
1596,"Latlux","Colombia"
1597,"Sonair","United States"
1598,"Holdlamis","China"
1599,"Alpha","Dominican Republic"
1600,"Stronghold","Poland"
1601,"Asoka","France"
1602,"Flowdesk","Argentina"
1603,"Lotstring","Brazil"
1604,"Span","Philippines"
1605,"Zontrax","Philippines"
1606,"It","Georgia"
1607,"Wrapsafe","Vietnam"
1608,"Tempsoft","Portugal"
1609,"Subin","Ukraine"
1610,"Domainer","Indonesia"
1611,"Y-find","Germany"
1612,"Duobam","Serbia"
1613,"Daltfresh","Uzbekistan"
1614,"Voyatouch","Yemen"
1615,"Zathin","Serbia"
1616,"Sub-Ex","Kenya"
1617,"Voyatouch","China"
1618,"Vagram","Thailand"
1619,"Tres-Zap","Croatia"
1620,"Cardify","France"
1621,"Daltfresh","Russia"
1622,"Span","South Africa"
1623,"Biodex","Russia"
1624,"Alphazap","Palestinian Territory"
1625,"Overhold","Indonesia"
1626,"Trippledex","Japan"
1627,"Bitchip","Indonesia"
1628,"Overhold","Iran"
1629,"Flowdesk","Indonesia"
1630,"It","Iran"
1631,"Bytecard","China"
1632,"Ronstring","Russia"
1633,"Sub-Ex","Tajikistan"
1634,"Zontrax","China"
1635,"Fixflex","Malaysia"
1636,"Bitchip","Czech Republic"
1637,"Holdlamis","Thailand"
1638,"Overhold","Philippines"
1639,"Solarbreeze","France"
1640,"Tampflex","Russia"
1641,"Aerified","Ukraine"
1642,"Sonair","Czech Republic"
1643,"Bigtax","French Polynesia"
1644,"It","Poland"
1645,"Lotlux","Canada"
1646,"Opela","China"
1647,"Fintone","Greece"
1648,"Cardify","Philippines"
1649,"Zoolab","Colombia"
1650,"Rank","Indonesia"
1651,"Overhold","Brazil"
1652,"Temp","Indonesia"
1653,"Solarbreeze","China"
1654,"Stronghold","Mexico"
1655,"Rank","Japan"
1656,"Transcof","Indonesia"
1657,"Regrant","Indonesia"
1658,"Home Ing","Philippines"
1659,"Bytecard","Indonesia"
1660,"Ventosanzap","Indonesia"
1661,"Ventosanzap","Norway"
1662,"Greenlam","China"
1663,"Alphazap","Albania"
1664,"Hatity","China"
1665,"Stim","France"
1666,"Flexidy","Norway"
1667,"Voyatouch","Russia"
1668,"Quo Lux","Turkmenistan"
1669,"Cardify","Peru"
1670,"Transcof","Sweden"
1671,"Y-find","United States"
1672,"Bitwolf","Indonesia"
1673,"Ventosanzap","Finland"
1674,"Namfix","Indonesia"
1675,"Flowdesk","Uzbekistan"
1676,"Home Ing","Norway"
1677,"Wrapsafe","Guadeloupe"
1678,"Transcof","Tanzania"
1679,"Daltfresh","China"
1680,"Fixflex","Afghanistan"
1681,"Subin","Vietnam"
1682,"Treeflex","Philippines"
1683,"Zoolab","Uganda"
1684,"Redhold","Indonesia"
1685,"It","Indonesia"
1686,"Bitchip","Philippines"
1687,"Tempsoft","Croatia"
1688,"Alpha","Thailand"
1689,"Tresom","Russia"
1690,"Treeflex","China"
1691,"Rank","South Africa"
1692,"Overhold","Iran"
1693,"Job","Greece"
1694,"Treeflex","Ukraine"
1695,"Wrapsafe","China"
1696,"Prodder","Saudi Arabia"
1697,"Quo Lux","Canada"
1698,"Job","China"
1699,"Zontrax","Guatemala"
1700,"Tresom","Gambia"
1701,"Konklux","Portugal"
1702,"Vagram","Indonesia"
1703,"Keylex","China"
1704,"Aerified","Indonesia"
1705,"Zoolab","China"
1706,"Tempsoft","Indonesia"
1707,"Stringtough","Peru"
1708,"Stronghold","Ukraine"
1709,"Otcom","Sudan"
1710,"Keylex","Bhutan"
1711,"Gembucket","Norway"
1712,"Trippledex","Afghanistan"
1713,"Tempsoft","Philippines"
1714,"Pannier","Honduras"
1715,"Fintone","Sweden"
1716,"Pannier","Indonesia"
1717,"Namfix","Colombia"
1718,"Treeflex","El Salvador"
1719,"Otcom","China"
1720,"Stronghold","Belarus"
1721,"Duobam","China"
1722,"Hatity","China"
1723,"Viva","China"
1724,"Latlux","Peru"
1725,"Bytecard","Russia"
1726,"Flowdesk","Panama"
1727,"Vagram","Vietnam"
1728,"Toughjoyfax","Czech Republic"
1729,"Bytecard","Brazil"
1730,"Bytecard","Egypt"
1731,"Matsoft","China"
1732,"Wrapsafe","China"
1733,"Voltsillam","Portugal"
1734,"Voyatouch","Canada"
1735,"Trippledex","Luxembourg"
1736,"Home Ing","Indonesia"
1737,"Fintone","Indonesia"
1738,"Y-find","Mexico"
1739,"Alpha","Belize"
1740,"Konklux","Sweden"
1741,"Tres-Zap","Sweden"
1742,"Wrapsafe","Kazakhstan"
1743,"Span","Japan"
1744,"Stronghold","Japan"
1745,"Stringtough","China"
1746,"Latlux","Vietnam"
1747,"Home Ing","China"
1748,"Lotstring","El Salvador"
1749,"Opela","Greece"
1750,"Lotstring","Ukraine"
1751,"Cardguard","Brazil"
1752,"Redhold","Finland"
1753,"Pannier","Indonesia"
1754,"Namfix","Poland"
1755,"Y-find","China"
1756,"Wrapsafe","Colombia"
1757,"Transcof","China"
1758,"Otcom","Nigeria"
1759,"Cardguard","China"
1760,"Pannier","Norway"
1761,"Transcof","Russia"
1762,"Fixflex","Uganda"
1763,"Lotstring","Brazil"
1764,"Y-Solowarm","Zambia"
1765,"Redhold","Peru"
1766,"Voyatouch","Russia"
1767,"Flexidy","Philippines"
1768,"Redhold","Honduras"
1769,"Zontrax","Peru"
1770,"Prodder","Poland"
1771,"Keylex","Colombia"
1772,"Toughjoyfax","Brazil"
1773,"Viva","United States"
1774,"Holdlamis","France"
1775,"Bamity","Philippines"
1776,"Veribet","China"
1777,"Subin","Sierra Leone"
1778,"Rank","China"
1779,"Transcof","United States"
1780,"Flexidy","Brazil"
1781,"Home Ing","Greece"
1782,"Temp","China"
1783,"Daltfresh","Russia"
1784,"Opela","Indonesia"
1785,"Job","Russia"
1786,"Temp","Ethiopia"
1787,"Tampflex","Uzbekistan"
1788,"Biodex","France"
1789,"Keylex","Thailand"
1790,"Fix San","Jordan"
1791,"Stim","Yemen"
1792,"Veribet","Indonesia"
1793,"Holdlamis","Colombia"
1794,"Holdlamis","China"
1795,"Fixflex","Sudan"
1796,"Home Ing","Czech Republic"
1797,"Fix San","China"
1798,"Fixflex","China"
1799,"Veribet","Chile"
1800,"Tempsoft","Ukraine"
1801,"Zoolab","Tunisia"
1802,"Zathin","France"
1803,"Mat Lam Tam","Malta"
1804,"Zathin","France"
1805,"Subin","Colombia"
1806,"Job","Zambia"
1807,"Solarbreeze","Indonesia"
1808,"Ventosanzap","Armenia"
1809,"Fixflex","Argentina"
1810,"Asoka","Serbia"
1811,"Stim","China"
1812,"Flexidy","United States"
1813,"Daltfresh","Tunisia"
1814,"Namfix","China"
1815,"Toughjoyfax","Syria"
1816,"Bamity","Georgia"
1817,"Wrapsafe","China"
1818,"Alphazap","Indonesia"
1819,"Bigtax","China"
1820,"Stringtough","Honduras"
1821,"Bigtax","Peru"
1822,"Alphazap","Chile"
1823,"Alpha","Poland"
1824,"Otcom","Philippines"
1825,"Stim","China"
1826,"Ventosanzap","China"
1827,"Redhold","China"
1828,"Cardify","Colombia"
1829,"Lotstring","Georgia"
1830,"Stringtough","Sweden"
1831,"Veribet","Ukraine"
1832,"Fix San","Azerbaijan"
1833,"Overhold","Poland"
1834,"Pannier","Malaysia"
1835,"Domainer","Indonesia"
1836,"Tres-Zap","China"
1837,"Bitwolf","Bosnia and Herzegovina"
1838,"Tempsoft","Indonesia"
1839,"Bigtax","New Zealand"
1840,"Domainer","China"
1841,"Namfix","Mexico"
1842,"Sonair","Latvia"
1843,"Fix San","Peru"
1844,"Cookley","Nigeria"
1845,"Quo Lux","France"
1846,"Sub-Ex","United States"
1847,"Daltfresh","Russia"
1848,"Tin","Brazil"
1849,"Ronstring","Canada"
1850,"Tresom","Portugal"
1851,"Daltfresh","Russia"
1852,"Latlux","Serbia"
1853,"Sonsing","Russia"
1854,"Y-find","Serbia"
1855,"Cardify","Montenegro"
1856,"Daltfresh","United States"
1857,"Voyatouch","China"
1858,"Duobam","Indonesia"
1859,"Regrant","South Africa"
1860,"Solarbreeze","Venezuela"
1861,"Daltfresh","Argentina"
1862,"Sonsing","Uganda"
1863,"Bitwolf","Russia"
1864,"Ronstring","France"
1865,"Matsoft","Indonesia"
1866,"Stim","China"
1867,"Asoka","Czech Republic"
1868,"Sonsing","Japan"
1869,"Konklab","Kazakhstan"
1870,"Regrant","China"
1871,"Zontrax","China"
1872,"Voltsillam","China"
1873,"Quo Lux","Russia"
1874,"Transcof","Poland"
1875,"Bamity","Brazil"
1876,"Hatity","Honduras"
1877,"Zontrax","Indonesia"
1878,"Transcof","Poland"
1879,"Transcof","Slovenia"
1880,"Voyatouch","China"
1881,"Veribet","China"
1882,"Bitchip","Canada"
1883,"Quo Lux","Brazil"
1884,"Bytecard","Venezuela"
1885,"Sonair","China"
1886,"Quo Lux","Iraq"
1887,"Voyatouch","Mexico"
1888,"Lotstring","United States"
1889,"Flowdesk","Armenia"
1890,"Cookley","China"
1891,"Zoolab","Indonesia"
1892,"Biodex","Brazil"
1893,"Kanlam","Russia"
1894,"Fintone","Norway"
1895,"Overhold","Poland"
1896,"Daltfresh","Albania"
1897,"It","Philippines"
1898,"Y-Solowarm","China"
1899,"Sub-Ex","Dominican Republic"
1900,"Daltfresh","Russia"
1901,"Duobam","Poland"
1902,"Tresom","China"
1903,"Rank","Serbia"
1904,"Regrant","Philippines"
1905,"Prodder","China"
1906,"Wrapsafe","Czech Republic"
1907,"Cookley","China"
1908,"Greenlam","China"
1909,"Rank","Central African Republic"
1910,"Sonair","China"
1911,"Transcof","Bulgaria"
1912,"Lotlux","Greece"
1913,"Home Ing","China"
1914,"Viva","Portugal"
1915,"Zoolab","France"
1916,"Zathin","Indonesia"
1917,"Zathin","Poland"
1918,"Home Ing","Benin"
1919,"Stronghold","Czech Republic"
1920,"Sonair","France"
1921,"Zoolab","China"
1922,"Transcof","Kazakhstan"
1923,"Veribet","China"
1924,"Alpha","Japan"
1925,"Aerified","Argentina"
1926,"Home Ing","Portugal"
1927,"Bamity","Thailand"
1928,"Tres-Zap","Cuba"
1929,"Greenlam","Brazil"
1930,"Stringtough","Iran"
1931,"Konklab","Russia"
1932,"Temp","Poland"
1933,"Fix San","Palestinian Territory"
1934,"Stim","China"
1935,"Biodex","China"
1936,"Kanlam","China"
1937,"Duobam","China"
1938,"Sonsing","Philippines"
1939,"Transcof","Panama"
1940,"Aerified","China"
1941,"Regrant","China"
1942,"Otcom","Vietnam"
1943,"Overhold","China"
1944,"Wrapsafe","France"
1945,"Vagram","Croatia"
1946,"Treeflex","China"
1947,"Asoka","Colombia"
1948,"Stim","China"
1949,"Alpha","Philippines"
1950,"Konklux","Peru"
1951,"Overhold","Indonesia"
1952,"Matsoft","China"
1953,"Y-find","Poland"
1954,"Veribet","Micronesia"
1955,"Latlux","Tunisia"
1956,"Transcof","Indonesia"
1957,"Konklab","Indonesia"
1958,"Zathin","China"
1959,"Bigtax","Philippines"
1960,"Sub-Ex","China"
1961,"Domainer","Egypt"
1962,"Konklab","South Korea"
1963,"Alpha","Chile"
1964,"Flexidy","France"
1965,"Flexidy","Mongolia"
1966,"Tresom","Indonesia"
1967,"Konklab","Peru"
1968,"Zaam-Dox","Indonesia"
1969,"Lotstring","Dominican Republic"
1970,"Subin","Russia"
1971,"Tampflex","Russia"
1972,"Y-Solowarm","Portugal"
1973,"Aerified","Philippines"
1974,"Greenlam","Russia"
1975,"Y-find","Russia"
1976,"Tin","China"
1977,"Holdlamis","Indonesia"
1978,"Opela","China"
1979,"Sub-Ex","Iran"
1980,"Fintone","Japan"
1981,"Gembucket","China"
1982,"Aerified","Netherlands"
1983,"Konklab","China"
1984,"Alpha","China"
1985,"Home Ing","Philippines"
1986,"Pannier","Colombia"
1987,"Fixflex","Malaysia"
1988,"Sub-Ex","South Korea"
1989,"Sonair","Indonesia"
1990,"Andalax","Russia"
1991,"Alpha","Russia"
1992,"Subin","Gambia"
1993,"Flexidy","Colombia"
1994,"Cardify","Japan"
1995,"Tresom","Bulgaria"
1996,"Stringtough","Indonesia"
1997,"Biodex","Russia"
1998,"Regrant","Czech Republic"
1999,"Vagram","China"
2000,"Tin","China"
